"Category","Name","ID","Verbose ID","pValue",S100A2,TNFRSF6B,CDC42EP5,SLC34A2,SAA1,SAA2,PI3,MUC5B,LCN2,RARRES1,IGFBP5,BPIFA1,S100A16,KRT18,CXCL6,ABCA13,MUC5AC,AQP5,SERPINB3,PDZK1IP1,SERPINB4,CXCL17,CFB,AGR2,SFN,S100A14,ZG16B,MSMB,ASS1,SLPI
"Pubmed","cAMP has distinct acute and chronic effects on aquaporin-5 in lung epithelial cells.","15536076","pubmed_15536076_cAMP_has_distinct_acute_and_chronic_effects_on_a...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Ex vivo and in vivo regulation of lipocalin-2, a novel adipokine, by insulin.","18852336","pubmed_18852336_Ex_vivo_and_in_vivo_regulation_of_lipocalin-2,_a...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Cholesteatoma growth and proliferation: relevance with serpin B3.","23239141","pubmed_23239141_Cholesteatoma_growth_and_proliferation:_relevanc...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Urinary Neutrophil Gelatinase-Associated Lipocalin Is Complementary to Albuminuria in Diagnosis of Early-Stage Diabetic Kidney Disease in Type 2 Diabetes.","28845433","pubmed_28845433_Urinary_Neutrophil_Gelatinase-Associated_Lipocal...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","New insights on the palate, lung, and nasal epithelium clone (PLUNC) proteins: Based on molecular and functional analysis of its homolog of YH1/SPLUNC1.","26654795","pubmed_26654795_New_insights_on_the_palate,_lung,_and_nasal_epit...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Aquaporin5 Deficiency Aggravates ROS/NLRP3 Inflammasome-Mediated Pyroptosis in the Lacrimal Glands.","36626177","pubmed_36626177_Aquaporin5_Deficiency_Aggravates_ROS/NLRP3_Infla...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Protease inhibitory activity of secretory leukocyte protease inhibitor ameliorates murine experimental colitis by protecting the intestinal epithelial barrier.","34379860","pubmed_34379860_Protease_inhibitory_activity_of_secretory_leukoc...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pubmed","Lipocalin 2 regulation by thermal stresses: protective role of Lcn2/NGAL against cold and heat stresses.","19732769","pubmed_19732769_Lipocalin_2_regulation_by_thermal_stresses:_prot...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Early complement factors in the local tissue immunocomplex generated during intestinal ischemia/reperfusion injury.","20004473","pubmed_20004473_Early_complement_factors_in_the_local_tissue_imm...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","Urinary neutrophil gelatinase-associated lipocalin and progression of diabetic nephropathy in type 1 diabetic patients in a four-year follow-up study.","21160226","pubmed_21160226_Urinary_neutrophil_gelatinase-associated_lipocal...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Lipocalin 2 as a Putative Modulator of Local Inflammatory Processes in the Spinal Cord and Component of Organ Cross talk After Spinal Cord Injury.","34417948","pubmed_34417948_Lipocalin_2_as_a_Putative_Modulator_of_Local_Inf...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","MUC5B regulates goblet cell differentiation and reduces inflammation in a murine COPD model.","35042537","pubmed_35042537_MUC5B_regulates_goblet_cell_differentiation_and_...",8.622176237498031E-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","The alternative complement pathway regulates pathological angiogenesis in the retina.","24668752","pubmed_24668752_The_alternative_complement_pathway_regulates_pat...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","A dual role of lipocalin 2 in the apoptosis and deramification of activated microglia.","17709539","pubmed_17709539_A_dual_role_of_lipocalin_2_in_the_apoptosis_and_...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","An apparent autocrine mechanism amplifies the dexamethasone- and retinoic acid-induced expression of mouse lipocalin-encoding gene 24p3.","8666241","pubmed_8666241_An_apparent_autocrine_mechanism_amplifies_the_de...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Elafin, an inhibitor of elastase, is a prognostic indicator in breast cancer.","23320734","pubmed_23320734_Elafin,_an_inhibitor_of_elastase,_is_a_prognosti...",8.622176237498031E-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Complement factor B in high glucose-induced podocyte injury and diabetic kidney disease.","34622800","pubmed_34622800_Complement_factor_B_in_high_glucose-induced_podo...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","TNFRSF6B neutralization antibody inhibits proliferation and induces apoptosis in hepatocellular carcinoma cell.","20591579","pubmed_20591579_TNFRSF6B_neutralization_antibody_inhibits_prolif...",8.622176237498031E-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Neutrophil gelatinase-associated lipocalin and albuminuria as predictors of acute kidney injury in patients treated with goal-directed haemodynamic therapy after major abdominal surgery.","24123926","pubmed_24123926_Neutrophil_gelatinase-associated_lipocalin_and_a...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Acute-phase serum amyloid A regulates tumor necrosis factor α and matrix turnover and predicts disease progression in patients with inflammatory arthritis before and after biologic therapy.","22076945","pubmed_22076945_Acute-phase_serum_amyloid_A_regulates_tumor_necr...",8.622176237498031E-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Urine neutrophil gelatinase-associated lipocalin in septic patients with and without acute kidney injury.","25088407","pubmed_25088407_Urine_neutrophil_gelatinase-associated_lipocalin...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Expression of argininosuccinate synthetase in patients with hepatocellular carcinoma.","23339388","pubmed_23339388_Expression_of_argininosuccinate_synthetase_in_pa...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Pubmed","A Scoping Review on Lipocalin-2 and Its Role in Non-Alcoholic Steatohepatitis and Hepatocellular Carcinoma.","33799862","pubmed_33799862_A_Scoping_Review_on_Lipocalin-2_and_Its_Role_in_...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Mucus hypersecretion in asthma: causes and effects.","19077699","pubmed_19077699_Mucus_hypersecretion_in_asthma:_causes_and_effec...",8.622176237498031E-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Lipocalin-2 does not influence EAE clinical score but it increases inflammation in central nervous system.","35504189","pubmed_35504189_Lipocalin-2_does_not_influence_EAE_clinical_scor...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed",""Normoalbuminuric" diabetic nephropathy: tubular damage and NGAL.","23754672","pubmed_23754672_"Normoalbuminuric"_diabetic_nephropathy:_tubular...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Temporal induction of secretory leukocyte protease inhibitor (SLPI) in odontoblasts by lipopolysaccharide and wound infection.","19567322","pubmed_19567322_Temporal_induction_of_secretory_leukocyte_protea...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pubmed","Lipocalin 2-mediated growth suppression is evident in human erythroid and monocyte/macrophage lineage cells.","18064607","pubmed_18064607_Lipocalin_2-mediated_growth_suppression_is_evide...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Elevated serum levels of epithelial cell apoptosis-specific cytokeratin 18 neoepitope m30 in critically ill patients.","15316390","pubmed_15316390_Elevated_serum_levels_of_epithelial_cell_apoptos...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","The clinicopathological and prognostic impact of 14-3-3 sigma expression on vulvar squamous cell carcinomas.","18950492","pubmed_18950492_The_clinicopathological_and_prognostic_impact_of...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pubmed","Polymorphisms in the SAA1 gene are associated with ankle-to-brachial index in Han Chinese healthy subjects.","21449704","pubmed_21449704_Polymorphisms_in_the_SAA1_gene_are_associated_wi...",8.622176237498031E-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Increased S100A15 expression and decreased DNA methylation of its gene promoter are involved in high metastasis potential and poor outcome of lung adenocarcinoma.","28498804","pubmed_28498804_Increased_S100A15_expression_and_decreased_DNA_m...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pubmed","Spinal lipocalin 2 as a factor in the development of central post-stroke pain.","38705557","pubmed_38705557_Spinal_lipocalin_2_as_a_factor_in_the_developmen...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Overexpressing mouse model demonstrates the protective role of Muc5ac in the lungs.","23012413","pubmed_23012413_Overexpressing_mouse_model_demonstrates_the_prot...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Induction of pro-inflammatory genes by serum amyloid A1 in human amnion fibroblasts.","28386088","pubmed_28386088_Induction_of_pro-inflammatory_genes_by_serum_amy...",8.622176237498031E-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","[Expression and its significance of aquaporin 5 in nasal polyps with or without allergic rhinitis].","19166033","pubmed_19166033_[Expression_and_its_significance_of_aquaporin_5_...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Elafin expression in human fetal and adult submandibular glands.","12029489","pubmed_12029489_Elafin_expression_in_human_fetal_and_adult_subma...",8.622176237498031E-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Lipocalin-2 exacerbates psoriasiform skin inflammation by augmenting T-helper 17 response.","26702876","pubmed_26702876_Lipocalin-2_exacerbates_psoriasiform_skin_inflam...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Association of sequence variations in the gene encoding insulin-like growth factor binding protein 5 with adiponectin.","18957933","pubmed_18957933_Association_of_sequence_variations_in_the_gene_e...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Amino acid sequence of the Bb fragment from complement Factor B. Sequence of the major cyanogen bromide-cleavage peptide (CB-II) and completion of the sequence of the Bb fragment.","6342610","pubmed_6342610_Amino_acid_sequence_of_the_Bb_fragment_from_comp...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","Decoy receptor 3, a novel inflammatory marker, and mortality in hemodialysis patients.","22626963","pubmed_22626963_Decoy_receptor_3,_a_novel_inflammatory_marker,_a...",8.622176237498031E-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Assignment of the human gene for beta-microseminoprotein (MSMB) to chromosome 10 and demonstration of related genes in other vertebrates.","1783399","pubmed_1783399_Assignment_of_the_human_gene_for_beta-microsemin...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Pubmed","N,N'-dinitrosopiperazine-mediated AGR2 is involved in metastasis of nasopharyngeal carcinoma.","24717913","pubmed_24717913_N,N'-dinitrosopiperazine-mediated_AGR2_is_involv...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Pubmed","Secretory leukocyte protease inhibitor is a proliferation and survival factor for pancreatic cancer cells.","25319722","pubmed_25319722_Secretory_leukocyte_protease_inhibitor_is_a_prol...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pubmed","Assessing DcR3 expression in relation to survivin and other prognostic factors in B cell non-Hodgkin's lymphoma.","23652586","pubmed_23652586_Assessing_DcR3_expression_in_relation_to_survivi...",8.622176237498031E-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Pancreatic adenocarcinoma upregulated factor (PAUF) confers resistance to pancreatic cancer cells against oncolytic parvovirus H-1 infection through IFNA receptor-mediated signaling.","25727013","pubmed_25727013_Pancreatic_adenocarcinoma_upregulated_factor_(PA...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pubmed","MUC5B silencing reduces chemo-resistance of MCF-7 breast tumor cells and impairs maturation of dendritic cells.","26984395","pubmed_26984395_MUC5B_silencing_reduces_chemo-resistance_of_MCF-...",8.622176237498031E-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Effect of SPLUNC1 protein on the Pseudomonas aeruginosa and Epstein-Barr virus.","18049866","pubmed_18049866_Effect_of_SPLUNC1_protein_on_the_Pseudomonas_aer...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Lung SPLUNC1 Peptide Derivatives in the Lipid Membrane Headgroup Kill Gram-Negative Planktonic and Biofilm Bacteria.","37223955","pubmed_37223955_Lung_SPLUNC1_Peptide_Derivatives_in_the_Lipid_Me...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Diagnostic and prognostic significance of neutrophil gelatinase-associated lipocalin in disseminated intravascular coagulation.","24508993","pubmed_24508993_Diagnostic_and_prognostic_significance_of_neutro...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Analysis of bone marrow supernatant neutrophil gelatinase-associated lipocalin and hematological parameters in hematological malignancy.","32091174","pubmed_32091174_Analysis_of_bone_marrow_supernatant_neutrophil_g...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","The Association Between MUC5B Mutations and Clinical Outcome in Patients with Rheumatoid Arthritis-Associated Interstitial Lung Disease: A Retrospective Exploratory Study in China.","32142504","pubmed_32142504_The_Association_Between_MUC5B_Mutations_and_Clin...",8.622176237498031E-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Cloning, bacterial expression and biological characterization of recombinant human granulocyte chemotactic protein-2 and differential expression of granulocyte chemotactic protein-2 and epithelial cell-derived neutrophil activating peptide-78 mRNAs.","9057843","pubmed_9057843_Cloning,_bacterial_expression_and_biological_cha...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Pulmonary alveolar microlithiasis: review and management.","19617834","pubmed_19617834_Pulmonary_alveolar_microlithiasis:_review_and_ma...",8.622176237498031E-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","A variant in the promoter of MUC5B and idiopathic pulmonary fibrosis.","21506748","pubmed_21506748_A_variant_in_the_promoter_of_MUC5B_and_idiopathi...",8.622176237498031E-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Evaluation of Elafin Immunohistochemical Expression as Marker of Cervical Cancer Severity.","33271565","pubmed_33271565_Evaluation_of_Elafin_Immunohistochemical_Express...",8.622176237498031E-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","A common MUC5B promoter polymorphism and pulmonary fibrosis.","21506741","pubmed_21506741_A_common_MUC5B_promoter_polymorphism_and_pulmona...",8.622176237498031E-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Decreased Muc5AC expression is associated with poor prognosis in gastric cancer.","23801416","pubmed_23801416_Decreased_Muc5AC_expression_is_associated_with_p...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Serum complement factor B is associated with disease activity and progression of idiopathic membranous nephropathy concomitant with IgA nephropathy.","34585312","pubmed_34585312_Serum_complement_factor_B_is_associated_with_dis...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","Identification and validation of SAA as a potential lung cancer biomarker and its involvement in metastatic pathogenesis of lung cancer.","21141971","pubmed_21141971_Identification_and_validation_of_SAA_as_a_potent...",8.622176237498031E-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Physiological stress induces the metastasis marker AGR2 in breast cancer cells.","17694278","pubmed_17694278_Physiological_stress_induces_the_metastasis_mark...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Pubmed","Insulin-like growth factor binding protein-5 (IGFBP-5) suppresses the tumourigenesis of head and neck squamous cell carcinoma.","18085517","pubmed_18085517_Insulin-like_growth_factor_binding_protein-5_(IG...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Identification of S100A16 as a novel adipogenesis promoting factor in 3T3-L1 cells.","21266506","pubmed_21266506_Identification_of_S100A16_as_a_novel_adipogenesi...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","AQP5 regulates the proliferation and differentiation of epidermal stem cells in skin aging.","32965322","pubmed_32965322_AQP5_regulates_the_proliferation_and_differentia...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Multi-omics Analysis Identifies Hypoxia Subtypes and S100A2 as an Immunosuppressive Factor in Cervical Cancer.","37648942","pubmed_37648942_Multi-omics_Analysis_Identifies_Hypoxia_Subtypes...",8.622176237498031E-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Human astrocytes express 14-3-3 sigma in response to oxidative and DNA-damaging stresses.","16797759","pubmed_16797759_Human_astrocytes_express_14-3-3_sigma_in_respons...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pubmed","Clinical significance of Neutrophil gelatinase-associated lipocalin(NGAL) expression in primary rectal cancer.","19419554","pubmed_19419554_Clinical_significance_of_Neutrophil_gelatinase-a...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Detection of C3 Nephritic Factor by Hemolytic Assay.","33847940","pubmed_33847940_Detection_of_C3_Nephritic_Factor_by_Hemolytic_As...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","Serum amyloid A: expression throughout human ovarian folliculogenesis and levels in follicular fluid of women undergoing controlled ovarian stimulation.","24030940","pubmed_24030940_Serum_amyloid_A:_expression_throughout_human_ova...",8.622176237498031E-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Complete primary structure for the zymogen of human complement factor B.","6546754","pubmed_6546754_Complete_primary_structure_for_the_zymogen_of_hu...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","Recombinant Human Elafin Ameliorates Chronic Hyperoxia-Induced Lung Injury by Inhibiting Nuclear Factor-Kappa B Signaling in Neonatal Mice.","32460595","pubmed_32460595_Recombinant_Human_Elafin_Ameliorates_Chronic_Hyp...",8.622176237498031E-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Stratifin promotes the malignant progression of HCC via binding and hyperactivating AKT signaling.","38490326","pubmed_38490326_Stratifin_promotes_the_malignant_progression_of_...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pubmed","Secretory leukocyte proteinase inhibitor-competent DNA deposits are potent stimulators of plasmacytoid dendritic cells: implication for psoriasis.","22786767","pubmed_22786767_Secretory_leukocyte_proteinase_inhibitor-compete...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pubmed","The complete amino acid sequence of an amyloid fibril protein AA1 of unusual size (64 residues).","1259755","pubmed_1259755_The_complete_amino_acid_sequence_of_an_amyloid_f...",8.622176237498031E-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Prognostic value of human papillomavirus and squamous cell carcinoma antigen in head and neck squamous cell carcinoma.","22937809","pubmed_22937809_Prognostic_value_of_human_papillomavirus_and_squ...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pubmed","Detection of Complement Factor B Autoantibodies by ELISA.","33847939","pubmed_33847939_Detection_of_Complement_Factor_B_Autoantibodies_...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pubmed","Lipocalin 2 deficiency dysregulates iron homeostasis and exacerbates endotoxin-induced sepsis.","22786765","pubmed_22786765_Lipocalin_2_deficiency_dysregulates_iron_homeost...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Eosinophil-epithelial cell interactions stimulate the production of MUC5AC mucin and profibrotic cytokines involved in airway tissue remodeling.","24717945","pubmed_24717945_Eosinophil-epithelial_cell_interactions_stimulat...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Cigarette smoke activates NF kappa B and induces Muc5b expression in mouse middle ear cells.","18091336","pubmed_18091336_Cigarette_smoke_activates_NF_kappa_B_and_induces...",8.622176237498031E-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","NGAL expression is elevated in both colorectal adenoma-carcinoma sequence and cancer progression and enhances tumorigenesis in xenograft mouse models.","21622717","pubmed_21622717_NGAL_expression_is_elevated_in_both_colorectal_a...",8.622176237498031E-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Generation of a mouse model for citrullinemia by targeted disruption of the argininosuccinate synthetase gene.","8197477","pubmed_8197477_Generation_of_a_mouse_model_for_citrullinemia_by...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Pubmed","Levels of secretory leukocyte protease inhibitor expression in acute wounds.","35797252","pubmed_35797252_Levels_of_secretory_leukocyte_protease_inhibitor...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pubmed","Decoy receptor 3 expression in esophageal squamous cell carcinoma: correlation with tumour invasion and metastasis.","21155709","pubmed_21155709_Decoy_receptor_3_expression_in_esophageal_squamo...",8.622176237498031E-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pubmed","Tazarotene-induced gene 1 (TIG1), a novel retinoic acid receptor-responsive gene in skin.","8601727","pubmed_8601727_Tazarotene-induced_gene_1_(TIG1),_a_novel_retino...",8.622176237498031E-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
