Category,Name,ID,Verbose ID,pValue,RAD51,ESCO2,PKMYT1,H1-5,TYMS,SPC24,EXO1,H3C7,UHRF1,E2F1,CDT1,MND1,MCM10,CLSPN,H3C3,KIF15,RRM2,DSCC1,H3C8,H3C2,PCLAF,ASF1B,CDCA5,H2AC12,E2F8,RAD54L,DTL,FAM111B,SPC25,CDC45
GO: Biological Process,double-strand break repair via homologous recombination,GO:0000724,go-biological-process_GO:0000724_double-strand_break_repair_via_homologous_recomb...,1.52180332267068E-04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GO: Biological Process,recombinational repair,GO:0000725,go-biological-process_GO:0000725_recombinational_repair,1.71688000669978E-04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GO: Biological Process,negative regulation of G2/M transition of mitotic cell cycle,GO:0010972,go-biological-process_GO:0010972_negative_regulation_of_G2/M_transition_of_mitoti...,1.74691214319129E-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,protein-containing complex assembly,GO:0065003,go-biological-process_GO:0065003_protein-containing_complex_assembly,1.80486776713657E-04,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
GO: Biological Process,negative regulation of cell cycle G2/M phase transition,GO:1902750,go-biological-process_GO:1902750_negative_regulation_of_cell_cycle_G2/M_phase_tra...,1.8887270998858E-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,signal transduction in response to DNA damage,GO:0042770,go-biological-process_GO:0042770_signal_transduction_in_response_to_DNA_damage,1.92944665953376E-04,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,DNA duplex unwinding,GO:0032508,go-biological-process_GO:0032508_DNA_duplex_unwinding,1.9623513772592E-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,positive regulation of DNA-templated DNA replication,GO:2000105,go-biological-process_GO:2000105_positive_regulation_of_DNA-templated_DNA_replica...,2.12221619040024E-04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,DNA geometric change,GO:0032392,go-biological-process_GO:0032392_DNA_geometric_change,2.61920049565664E-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,DNA biosynthetic process,GO:0071897,go-biological-process_GO:0071897_DNA_biosynthetic_process,2.68128580327878E-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
GO: Biological Process,mitotic DNA replication,GO:1902969,go-biological-process_GO:1902969_mitotic_DNA_replication,2.74380688164465E-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,DNA conformation change,GO:0071103,go-biological-process_GO:0071103_DNA_conformation_change,3.40381323325011E-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,deoxyribose phosphate biosynthetic process,GO:0046385,go-biological-process_GO:0046385_deoxyribose_phosphate_biosynthetic_process,3.44369890990463E-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,2'-deoxyribonucleotide biosynthetic process,GO:0009265,go-biological-process_GO:0009265_2'-deoxyribonucleotide_biosynthetic_process,3.44369890990463E-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,deoxyribonucleotide biosynthetic process,GO:0009263,go-biological-process_GO:0009263_deoxyribonucleotide_biosynthetic_process,3.44369890990463E-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,DNA unwinding involved in DNA replication,GO:0006268,go-biological-process_GO:0006268_DNA_unwinding_involved_in_DNA_replication,4.22146224542551E-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,meiotic cell cycle process,GO:1903046,go-biological-process_GO:1903046_meiotic_cell_cycle_process,5.85346553166686E-04,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,regulation of G2/M transition of mitotic cell cycle,GO:0010389,go-biological-process_GO:0010389_regulation_of_G2/M_transition_of_mitotic_cell_cy...,6.29894978165317E-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,positive regulation of mitotic cell cycle phase transition,GO:1901992,go-biological-process_GO:1901992_positive_regulation_of_mitotic_cell_cycle_phase_...,6.45838398464674E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
GO: Biological Process,translesion synthesis,GO:0019985,go-biological-process_GO:0019985_translesion_synthesis,6.50375076776324E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GO: Biological Process,regulation of cell cycle G2/M phase transition,GO:1902749,go-biological-process_GO:1902749_regulation_of_cell_cycle_G2/M_phase_transition,8.96672275664556E-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,regulation of mitotic nuclear division,GO:0007088,go-biological-process_GO:0007088_regulation_of_mitotic_nuclear_division,9.57380286501563E-04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,positive regulation of cell cycle process,GO:0090068,go-biological-process_GO:0090068_positive_regulation_of_cell_cycle_process,9.71848951771944E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
GO: Biological Process,positive regulation of cell cycle phase transition,GO:1901989,go-biological-process_GO:1901989_positive_regulation_of_cell_cycle_phase_transition,0.0010864902421309700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
GO: Biological Process,meiosis I,GO:0007127,go-biological-process_GO:0007127_meiosis_I,0.001250453218349950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,positive regulation of DNA metabolic process,GO:0051054,go-biological-process_GO:0051054_positive_regulation_of_DNA_metabolic_process,0.0013125307094689300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,mitotic spindle organization,GO:0007052,go-biological-process_GO:0007052_mitotic_spindle_organization,0.0013507787291716500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,G2/M transition of mitotic cell cycle,GO:0000086,go-biological-process_GO:0000086_G2/M_transition_of_mitotic_cell_cycle,0.0013766282756939900,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,postreplication repair,GO:0006301,go-biological-process_GO:0006301_postreplication_repair,0.0013916421443311400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GO: Biological Process,negative regulation of G2/MI transition of meiotic cell cycle,GO:0110031,go-biological-process_GO:0110031_negative_regulation_of_G2/MI_transition_of_meiot...,0.0014544749345617800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,cell cycle comprising mitosis without cytokinesis,GO:0033301,go-biological-process_GO:0033301_cell_cycle_comprising_mitosis_without_cytokinesis,0.0014544749345617800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,mitotic DNA replication preinitiation complex assembly,GO:1902977,go-biological-process_GO:1902977_mitotic_DNA_replication_preinitiation_complex_as...,0.0014544749345617800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,positive regulation of mitotic cell cycle,GO:0045931,go-biological-process_GO:0045931_positive_regulation_of_mitotic_cell_cycle,0.0014560432582791100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
GO: Biological Process,mitotic G2 DNA damage checkpoint signaling,GO:0007095,go-biological-process_GO:0007095_mitotic_G2_DNA_damage_checkpoint_signaling,0.001541283632412970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,cell cycle G2/M phase transition,GO:0044839,go-biological-process_GO:0044839_cell_cycle_G2/M_phase_transition,0.0019282662852134800,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,regulation of nuclear division,GO:0051783,go-biological-process_GO:0051783_regulation_of_nuclear_division,0.0019605781772908300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,chromosome condensation,GO:0030261,go-biological-process_GO:0030261_chromosome_condensation,0.0022128968065881700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GO: Biological Process,DNA synthesis involved in DNA repair,GO:0000731,go-biological-process_GO:0000731_DNA_synthesis_involved_in_DNA_repair,0.0022128968065881700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GO: Biological Process,microtubule cytoskeleton organization involved in mitosis,GO:1902850,go-biological-process_GO:1902850_microtubule_cytoskeleton_organization_involved_i...,0.0024863929340205700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,spindle assembly checkpoint signaling,GO:0071173,go-biological-process_GO:0071173_spindle_assembly_checkpoint_signaling,0.0024945188716685800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,mitotic spindle assembly checkpoint signaling,GO:0007094,go-biological-process_GO:0007094_mitotic_spindle_assembly_checkpoint_signaling,0.0024945188716685800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,replication fork processing,GO:0031297,go-biological-process_GO:0031297_replication_fork_processing,0.0025919604904107200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,mitotic spindle checkpoint signaling,GO:0071174,go-biological-process_GO:0071174_mitotic_spindle_checkpoint_signaling,0.002691177516655820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,negative regulation of mitotic sister chromatid separation,GO:2000816,go-biological-process_GO:2000816_negative_regulation_of_mitotic_sister_chromatid_...,0.002691177516655820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,negative regulation of mitotic metaphase/anaphase transition,GO:0045841,go-biological-process_GO:0045841_negative_regulation_of_mitotic_metaphase/anaphas...,0.002691177516655820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,negative regulation of mitotic sister chromatid segregation,GO:0033048,go-biological-process_GO:0033048_negative_regulation_of_mitotic_sister_chromatid_...,0.002691177516655820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,negative regulation of sister chromatid segregation,GO:0033046,go-biological-process_GO:0033046_negative_regulation_of_sister_chromatid_segregat...,0.002691177516655820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,positive regulation of cell cycle,GO:0045787,go-biological-process_GO:0045787_positive_regulation_of_cell_cycle,0.002727490613078100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
GO: Biological Process,negative regulation of chromosome separation,GO:1905819,go-biological-process_GO:1905819_negative_regulation_of_chromosome_separation,0.002894917722965370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,negative regulation of metaphase/anaphase transition of cell cycle,GO:1902100,go-biological-process_GO:1902100_negative_regulation_of_metaphase/anaphase_transi...,0.002894917722965370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,2'-deoxyribonucleotide metabolic process,GO:0009394,go-biological-process_GO:0009394_2'-deoxyribonucleotide_metabolic_process,0.002894917722965370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,cell cycle DNA replication maintenance of fidelity,GO:1902298,go-biological-process_GO:1902298_cell_cycle_DNA_replication_maintenance_of_fidelity,0.002906904789227140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,positive regulation of DNA endoreduplication,GO:0032877,go-biological-process_GO:0032877_positive_regulation_of_DNA_endoreduplication,0.002906904789227140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,mitotic recombination-dependent replication fork processing,GO:1990426,go-biological-process_GO:1990426_mitotic_recombination-dependent_replication_fork...,0.002906904789227140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,mitotic DNA replication maintenance of fidelity,GO:1990505,go-biological-process_GO:1990505_mitotic_DNA_replication_maintenance_of_fidelity,0.002906904789227140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,deoxyribose phosphate metabolic process,GO:0019692,go-biological-process_GO:0019692_deoxyribose_phosphate_metabolic_process,0.002999430893825020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,cell division,GO:0051301,go-biological-process_GO:0051301_cell_division,0.003069055957080010,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
GO: Biological Process,negative regulation of chromosome segregation,GO:0051985,go-biological-process_GO:0051985_negative_regulation_of_chromosome_segregation,0.003105699453599070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,spindle checkpoint signaling,GO:0031577,go-biological-process_GO:0031577_spindle_checkpoint_signaling,0.003105699453599070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,deoxyribonucleotide metabolic process,GO:0009262,go-biological-process_GO:0009262_deoxyribonucleotide_metabolic_process,0.003105699453599070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,positive regulation of DNA replication,GO:0045740,go-biological-process_GO:0045740_positive_regulation_of_DNA_replication,0.0032137184225999300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,mitotic G2/M transition checkpoint,GO:0044818,go-biological-process_GO:0044818_mitotic_G2/M_transition_checkpoint,0.003323482831090560,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,DNA-templated DNA replication maintenance of fidelity,GO:0045005,go-biological-process_GO:0045005_DNA-templated_DNA_replication_maintenance_of_fid...,0.0034349877191529700,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,regulation of mitotic sister chromatid segregation,GO:0033047,go-biological-process_GO:0033047_regulation_of_mitotic_sister_chromatid_segregation,0.0034349877191529700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,negative regulation of mitotic nuclear division,GO:0045839,go-biological-process_GO:0045839_negative_regulation_of_mitotic_nuclear_division,0.003898313217356840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,regulation of mitotic sister chromatid separation,GO:0010965,go-biological-process_GO:0010965_regulation_of_mitotic_sister_chromatid_separation,0.003898313217356840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,protein localization to chromatin,GO:0071168,go-biological-process_GO:0071168_protein_localization_to_chromatin,0.004018446451993880,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,mitotic metaphase chromosome alignment,GO:0007080,go-biological-process_GO:0007080_mitotic_metaphase_chromosome_alignment,0.004018446451993880,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GO: Biological Process,spindle organization,GO:0007051,go-biological-process_GO:0007051_spindle_organization,0.004132915008004470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,mitotic sister chromatid separation,GO:0051306,go-biological-process_GO:0051306_mitotic_sister_chromatid_separation,0.0042638408144472000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,uracil metabolic process,GO:0019860,go-biological-process_GO:0019860_uracil_metabolic_process,0.004357292340456950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,protein acetylation,GO:0006473,go-biological-process_GO:0006473_protein_acetylation,0.004389092170247590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,meiotic nuclear division,GO:0140013,go-biological-process_GO:0140013_meiotic_nuclear_division,0.005009061952263210,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,negative regulation of nuclear division,GO:0051784,go-biological-process_GO:0051784_negative_regulation_of_nuclear_division,0.005040696134013640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,chromosome organization involved in meiotic cell cycle,GO:0070192,go-biological-process_GO:0070192_chromosome_organization_involved_in_meiotic_cell...,0.005313076065106760,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,response to radiation,GO:0009314,go-biological-process_GO:0009314_response_to_radiation,0.005793085366892820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
GO: Biological Process,regulation of DNA endoreduplication,GO:0032875,go-biological-process_GO:0032875_regulation_of_DNA_endoreduplication,0.005805640361115680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,lens fiber cell apoptotic process,GO:1990086,go-biological-process_GO:1990086_lens_fiber_cell_apoptotic_process,0.005805640361115680,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,dTTP biosynthetic process,GO:0006235,go-biological-process_GO:0006235_dTTP_biosynthetic_process,0.005805640361115680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,pyrimidine deoxyribonucleoside triphosphate biosynthetic process,GO:0009212,go-biological-process_GO:0009212_pyrimidine_deoxyribonucleoside_triphosphate_bios...,0.005805640361115680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,regulation of chromosome separation,GO:1905818,go-biological-process_GO:1905818_regulation_of_chromosome_separation,0.005877747136295660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,chromosome separation,GO:0051304,go-biological-process_GO:0051304_chromosome_separation,0.007243931131487430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,GO:2000373,go-biological-process_GO:2000373_positive_regulation_of_DNA_topoisomerase_(ATP-hy...,0.007251951620475540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,regulation of DNA topoisomerase (ATP-hydrolyzing) activity,GO:2000371,go-biological-process_GO:2000371_regulation_of_DNA_topoisomerase_(ATP-hydrolyzing...,0.007251951620475540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,dTTP metabolic process,GO:0046075,go-biological-process_GO:0046075_dTTP_metabolic_process,0.007251951620475540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,response to camptothecin,GO:1901563,go-biological-process_GO:1901563_response_to_camptothecin,0.007251951620475540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,DNA repair complex assembly,GO:0090735,go-biological-process_GO:0090735_DNA_repair_complex_assembly,0.007251951620475540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,positive regulation of DNA ligation,GO:0051106,go-biological-process_GO:0051106_positive_regulation_of_DNA_ligation,0.007251951620475540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,DNA endoreduplication,GO:0042023,go-biological-process_GO:0042023_DNA_endoreduplication,0.007251951620475540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,regulation of G2/MI transition of meiotic cell cycle,GO:0110030,go-biological-process_GO:0110030_regulation_of_G2/MI_transition_of_meiotic_cell_c...,0.007251951620475540,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,DNA recombinase assembly,GO:0000730,go-biological-process_GO:0000730_DNA_recombinase_assembly,0.007251951620475540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,cellular response to camptothecin,GO:0072757,go-biological-process_GO:0072757_cellular_response_to_camptothecin,0.007251951620475540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,establishment of organelle localization,GO:0051656,go-biological-process_GO:0051656_establishment_of_organelle_localization,0.007709546920972610,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,mitotic DNA damage checkpoint signaling,GO:0044773,go-biological-process_GO:0044773_mitotic_DNA_damage_checkpoint_signaling,0.007728310886992160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,mitotic spindle assembly,GO:0090307,go-biological-process_GO:0090307_mitotic_spindle_assembly,0.007892950816087800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,regulation of mitotic metaphase/anaphase transition,GO:0030071,go-biological-process_GO:0030071_regulation_of_mitotic_metaphase/anaphase_transit...,0.00839634565053275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,mitotic DNA integrity checkpoint signaling,GO:0044774,go-biological-process_GO:0044774_mitotic_DNA_integrity_checkpoint_signaling,0.00839634565053275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,intestinal epithelial cell maturation,GO:0060574,go-biological-process_GO:0060574_intestinal_epithelial_cell_maturation,0.008696228883968520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,DNA replication-dependent chromatin assembly,GO:0006335,go-biological-process_GO:0006335_DNA_replication-dependent_chromatin_assembly,0.008696228883968520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO: Biological Process,regulation of DNA ligation,GO:0051105,go-biological-process_GO:0051105_regulation_of_DNA_ligation,0.008696228883968520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,DNA strand invasion,GO:0042148,go-biological-process_GO:0042148_DNA_strand_invasion,0.008696228883968520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,pyrimidine deoxyribonucleoside triphosphate metabolic process,GO:0009211,go-biological-process_GO:0009211_pyrimidine_deoxyribonucleoside_triphosphate_meta...,0.008696228883968520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,response to sorbitol,GO:0072708,go-biological-process_GO:0072708_response_to_sorbitol,0.008696228883968520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,regulation of metaphase/anaphase transition of cell cycle,GO:1902099,go-biological-process_GO:1902099_regulation_of_metaphase/anaphase_transition_of_c...,0.008913856069321740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
